Season,League,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts
2005,Bundesliga,13,Arminia,34,11,7,16,37,49,-12,40
2005,Bundesliga,14,Nürnberg,34,10,8,16,55,63,-8,38
2005,Bundesliga,15,M'Gladbach,34,8,12,14,35,51,-16,36
2005,Bundesliga,16,Bochum,34,9,8,17,47,68,-21,35
2005,Bundesliga,17,Hansa Rostock,34,7,9,18,31,65,-34,30
2005,Bundesliga,18,Freiburg,34,3,9,22,30,75,-45,18
2006,Bundesliga,1,Bayern Munich,34,22,9,3,67,32,35,75
2006,Bundesliga,2,Werder Bremen,34,21,7,6,79,37,42,70
2006,Bundesliga,3,Hamburger SV,34,21,5,8,53,30,23,68
2006,Bundesliga,4,Schalke 04,34,16,13,5,47,31,16,61
2006,Bundesliga,5,Leverkusen,34,14,10,10,64,49,15,52
2006,Bundesliga,6,Hertha BSC,34,12,12,10,52,48,4,48
2006,Bundesliga,7,Dortmund,34,11,13,10,45,42,3,46
2006,Bundesliga,8,Nürnberg,34,12,8,14,49,51,-2,44
2006,Bundesliga,9,Stuttgart,34,9,16,9,37,39,-2,43
2006,Bundesliga,10,M'Gladbach,34,10,12,12,42,50,-8,42
2006,Bundesliga,11,Mainz 05,34,9,11,14,46,47,-1,38
2006,Bundesliga,12,Hannover 96,34,7,17,10,43,47,-4,38
2006,Bundesliga,13,Arminia,34,10,7,17,32,47,-15,37
2006,Bundesliga,14,Eint Frankfurt,34,9,9,16,42,51,-9,36
2006,Bundesliga,15,Wolfsburg,34,7,13,14,33,55,-22,34
2006,Bundesliga,16,Kaiserslautern,34,8,9,17,47,71,-24,33
2006,Bundesliga,17,Köln,34,7,9,18,49,71,-22,30
2006,Bundesliga,18,MSV Duisburg,34,5,12,17,34,63,-29,27
2007,Bundesliga,1,Stuttgart,34,21,7,6,61,37,24,70
2007,Bundesliga,2,Schalke 04,34,21,5,8,53,32,21,68
2007,Bundesliga,3,Werder Bremen,34,20,6,8,76,40,36,66
2007,Bundesliga,4,Bayern Munich,34,18,6,10,55,40,15,60
2007,Bundesliga,5,Leverkusen,34,15,6,13,54,49,5,51
2007,Bundesliga,6,Nürnberg,34,11,15,8,43,32,11,48
2007,Bundesliga,7,Hamburger SV,34,10,15,9,43,37,6,45
2007,Bundesliga,8,Bochum,34,13,6,15,49,50,-1,45
2007,Bundesliga,9,Dortmund,34,12,8,14,41,43,-2,44
2007,Bundesliga,10,Hertha BSC,34,12,8,14,50,55,-5,44
2007,Bundesliga,11,Hannover 96,34,12,8,14,41,50,-9,44
2007,Bundesliga,12,Arminia,34,11,9,14,47,49,-2,42
2007,Bundesliga,13,Energie Cottbus,34,11,8,15,38,49,-11,41
2007,Bundesliga,14,Eint Frankfurt,34,9,13,12,46,58,-12,40
2007,Bundesliga,15,Wolfsburg,34,8,13,13,37,45,-8,37
2007,Bundesliga,16,Mainz 05,34,8,10,16,34,57,-23,34
2007,Bundesliga,17,AA Aachen,34,9,7,18,46,70,-24,34
2007,Bundesliga,18,M'Gladbach,34,6,8,20,23,44,-21,26
2008,Bundesliga,1,Bayern Munich,34,22,10,2,68,21,47,76
2008,Bundesliga,2,Werder Bremen,34,20,6,8,75,45,30,66
2008,Bundesliga,3,Schalke 04,34,18,10,6,55,32,23,64
2008,Bundesliga,4,Hamburger SV,34,14,12,8,47,26,21,54
2008,Bundesliga,5,Wolfsburg,34,15,9,10,58,46,12,54
2008,Bundesliga,6,Stuttgart,34,16,4,14,57,57,0,52
2008,Bundesliga,7,Leverkusen,34,15,6,13,57,40,17,51
2008,Bundesliga,8,Hannover 96,34,13,10,11,54,56,-2,49
2008,Bundesliga,9,Eint Frankfurt,34,12,10,12,43,50,-7,46
2008,Bundesliga,10,Hertha BSC,34,12,8,14,39,44,-5,44
2008,Bundesliga,11,Karlsruher,34,11,10,13,38,53,-15,43
2008,Bundesliga,12,Bochum,34,10,11,13,48,54,-6,41
2008,Bundesliga,13,Dortmund,34,10,10,14,50,62,-12,40
2008,Bundesliga,14,Energie Cottbus,34,9,9,16,35,56,-21,36
2008,Bundesliga,15,Arminia,34,8,10,16,35,60,-25,34
2008,Bundesliga,16,Nürnberg,34,7,10,17,35,51,-16,31
2008,Bundesliga,17,Hansa Rostock,34,8,6,20,30,52,-22,30
2008,Bundesliga,18,MSV Duisburg,34,8,5,21,36,55,-19,29
2009,Bundesliga,1,Wolfsburg,34,21,6,7,80,41,39,69
2009,Bundesliga,2,Bayern Munich,34,20,7,7,71,42,29,67
2009,Bundesliga,3,Stuttgart,34,19,7,8,63,43,20,64
2009,Bundesliga,4,Hertha BSC,34,19,6,9,48,41,7,63
2009,Bundesliga,5,Hamburger SV,34,19,4,11,49,47,2,61
2009,Bundesliga,6,Dortmund,34,15,14,5,60,37,23,59
2009,Bundesliga,7,Hoffenheim,34,15,10,9,63,49,14,55
2009,Bundesliga,8,Schalke 04,34,14,8,12,47,35,12,50
2009,Bundesliga,9,Leverkusen,34,14,7,13,59,46,13,49
2009,Bundesliga,10,Werder Bremen,34,12,9,13,64,50,14,45
2009,Bundesliga,11,Hannover 96,34,10,10,14,49,69,-20,40
2009,Bundesliga,12,Köln,34,11,6,17,35,50,-15,39
2009,Bundesliga,13,Eint Frankfurt,34,8,9,17,39,60,-21,33
2009,Bundesliga,14,Bochum,34,7,11,16,39,55,-16,32
2009,Bundesliga,15,M'Gladbach,34,8,7,19,39,62,-23,31
2009,Bundesliga,16,Energie Cottbus,34,8,6,20,30,57,-27,30
2009,Bundesliga,17,Karlsruher,34,8,5,21,30,54,-24,29
2009,Bundesliga,18,Arminia,34,4,16,14,29,56,-27,28
2010,Bundesliga,1,Bayern Munich,34,20,10,4,72,31,41,70
2010,Bundesliga,2,Schalke 04,34,19,8,7,53,31,22,65
2010,Bundesliga,3,Werder Bremen,34,17,10,7,71,40,31,61
2010,Bundesliga,4,Leverkusen,34,15,14,5,65,38,27,59
2010,Bundesliga,5,Dortmund,34,16,9,9,54,42,12,57
2010,Bundesliga,6,Stuttgart,34,15,10,9,51,41,10,55
2010,Bundesliga,7,Hamburger SV,34,13,13,8,56,41,15,52
2010,Bundesliga,8,Wolfsburg,34,14,8,12,64,58,6,50
2010,Bundesliga,9,Mainz 05,34,12,11,11,36,42,-6,47
2010,Bundesliga,10,Eint Frankfurt,34,12,10,12,47,54,-7,46
2010,Bundesliga,11,Hoffenheim,34,11,9,14,44,42,2,42
2010,Bundesliga,12,M'Gladbach,34,10,9,15,43,60,-17,39
2010,Bundesliga,13,Köln,34,9,11,14,33,42,-9,38
2010,Bundesliga,14,Freiburg,34,9,8,17,35,59,-24,35
2010,Bundesliga,15,Hannover 96,34,9,6,19,43,67,-24,33
2010,Bundesliga,16,Nürnberg,34,8,7,19,32,58,-26,31
2010,Bundesliga,17,Bochum,34,6,10,18,33,64,-31,28
2010,Bundesliga,18,Hertha BSC,34,5,9,20,34,56,-22,24
2011,Bundesliga,1,Dortmund,34,23,6,5,67,22,45,75
2011,Bundesliga,2,Leverkusen,34,20,8,6,64,44,20,68
2011,Bundesliga,3,Bayern Munich,34,19,8,7,81,40,41,65
2011,Bundesliga,4,Hannover 96,34,19,3,12,49,45,4,60
2011,Bundesliga,5,Mainz 05,34,18,4,12,52,39,13,58
2011,Bundesliga,6,Nürnberg,34,13,8,13,47,45,2,47
2011,Bundesliga,7,Kaiserslautern,34,13,7,14,48,51,-3,46
2011,Bundesliga,8,Hamburger SV,34,12,9,13,46,52,-6,45
2011,Bundesliga,9,Freiburg,34,13,5,16,41,50,-9,44
2011,Bundesliga,10,Köln,34,13,5,16,47,62,-15,44
2011,Bundesliga,11,Hoffenheim,34,11,10,13,50,50,0,43
2011,Bundesliga,12,Stuttgart,34,12,6,16,60,59,1,42
2011,Bundesliga,13,Werder Bremen,34,10,11,13,47,61,-14,41
2011,Bundesliga,14,Schalke 04,34,11,7,16,38,44,-6,40
2011,Bundesliga,15,Wolfsburg,34,9,11,14,43,48,-5,38
2011,Bundesliga,16,M'Gladbach,34,10,6,18,48,65,-17,36
2011,Bundesliga,17,Eint Frankfurt,34,9,7,18,31,49,-18,34
2011,Bundesliga,18,St. Pauli,34,8,5,21,35,68,-33,29
2012,Bundesliga,1,Dortmund,34,25,6,3,80,25,55,81
2012,Bundesliga,2,Bayern Munich,34,23,4,7,77,22,55,73
2012,Bundesliga,3,Schalke 04,34,20,4,10,74,44,30,64
2012,Bundesliga,4,M'Gladbach,34,17,9,8,49,24,25,60
2012,Bundesliga,5,Leverkusen,34,15,9,10,52,44,8,54
2012,Bundesliga,6,Stuttgart,34,15,8,11,63,46,17,53
2012,Bundesliga,7,Hannover 96,34,12,12,10,41,45,-4,48
2012,Bundesliga,8,Wolfsburg,34,13,5,16,47,60,-13,44
2012,Bundesliga,9,Werder Bremen,34,11,9,14,49,58,-9,42
2012,Bundesliga,10,Nürnberg,34,12,6,16,38,49,-11,42
2012,Bundesliga,11,Hoffenheim,34,10,11,13,41,47,-6,41
2012,Bundesliga,12,Freiburg,34,10,10,14,45,61,-16,40
2012,Bundesliga,13,Mainz 05,34,9,12,13,47,51,-4,39
2012,Bundesliga,14,Augsburg,34,8,14,12,36,49,-13,38
2012,Bundesliga,15,Hamburger SV,34,8,12,14,35,57,-22,36
2012,Bundesliga,16,Hertha BSC,34,7,10,17,38,64,-26,31
2012,Bundesliga,17,Köln,34,8,6,20,39,75,-36,30
2012,Bundesliga,18,Kaiserslautern,34,4,11,19,24,54,-30,23
2013,Bundesliga,1,Bayern Munich,34,29,4,1,98,18,80,91
2013,Bundesliga,2,Dortmund,34,19,9,6,81,42,39,66
2013,Bundesliga,3,Leverkusen,34,19,8,7,65,39,26,65
2013,Bundesliga,4,Schalke 04,34,16,7,11,58,50,8,55
2013,Bundesliga,5,Freiburg,34,14,9,11,45,40,5,51
2013,Bundesliga,6,Eint Frankfurt,34,14,9,11,49,46,3,51
2013,Bundesliga,7,Hamburger SV,34,14,6,14,42,53,-11,48
2013,Bundesliga,8,M'Gladbach,34,12,11,11,45,49,-4,47
2013,Bundesliga,9,Hannover 96,34,13,6,15,60,62,-2,45
2013,Bundesliga,10,Nürnberg,34,11,11,12,39,47,-8,44
2013,Bundesliga,11,Wolfsburg,34,10,13,11,47,52,-5,43
2013,Bundesliga,12,Stuttgart,34,12,7,15,37,55,-18,43
2013,Bundesliga,13,Mainz 05,34,10,12,12,42,44,-2,42
2013,Bundesliga,14,Werder Bremen,34,8,10,16,50,66,-16,34
2013,Bundesliga,15,Augsburg,34,8,9,17,33,51,-18,33
2013,Bundesliga,16,Hoffenheim,34,8,7,19,42,67,-25,31
2013,Bundesliga,17,Düsseldorf,34,7,9,18,39,57,-18,30
2013,Bundesliga,18,Greuther Fürth,34,4,9,21,26,60,-34,21
2014,Bundesliga,1,Bayern Munich,34,29,3,2,94,23,71,90
2014,Bundesliga,2,Dortmund,34,22,5,7,80,38,42,71
2014,Bundesliga,3,Schalke 04,34,19,7,8,63,43,20,64
2014,Bundesliga,4,Leverkusen,34,19,4,11,60,41,19,61
2014,Bundesliga,5,Wolfsburg,34,18,6,10,63,50,13,60
2014,Bundesliga,6,M'Gladbach,34,16,7,11,59,43,16,55
2014,Bundesliga,7,Mainz 05,34,16,5,13,52,54,-2,53
2014,Bundesliga,8,Augsburg,34,15,7,12,47,47,0,52
2014,Bundesliga,9,Hoffenheim,34,11,11,12,72,70,2,44
2014,Bundesliga,10,Hannover 96,34,12,6,16,46,59,-13,42
2014,Bundesliga,11,Hertha BSC,34,11,8,15,40,48,-8,41
2014,Bundesliga,12,Werder Bremen,34,10,9,15,42,66,-24,39
2014,Bundesliga,13,Eint Frankfurt,34,9,9,16,40,57,-17,36
2014,Bundesliga,14,Freiburg,34,9,9,16,43,61,-18,36
2014,Bundesliga,15,Stuttgart,34,8,8,18,49,62,-13,32
2014,Bundesliga,16,Hamburger SV,34,7,6,21,51,75,-24,27
2014,Bundesliga,17,Nürnberg,34,5,11,18,37,70,-33,26
2014,Bundesliga,18,Braunschweig,34,6,7,21,29,60,-31,25
2015,Bundesliga,1,Bayern Munich,34,25,4,5,80,18,62,79
2015,Bundesliga,2,Wolfsburg,34,20,9,5,72,38,34,69
2015,Bundesliga,3,M'Gladbach,34,19,9,6,53,26,27,66
2015,Bundesliga,4,Leverkusen,34,17,10,7,62,37,25,61
2015,Bundesliga,5,Augsburg,34,15,4,15,43,43,0,49
2015,Bundesliga,6,Schalke 04,34,13,9,12,42,40,2,48
2015,Bundesliga,7,Dortmund,34,13,7,14,47,42,5,46
2015,Bundesliga,8,Hoffenheim,34,12,8,14,49,55,-6,44
2015,Bundesliga,9,Eint Frankfurt,34,11,10,13,56,62,-6,43
2015,Bundesliga,10,Werder Bremen,34,11,10,13,50,65,-15,43
2015,Bundesliga,11,Mainz 05,34,9,13,12,45,47,-2,40
2015,Bundesliga,12,Köln,34,9,13,12,34,40,-6,40
2015,Bundesliga,13,Hannover 96,34,9,10,15,40,56,-16,37
2015,Bundesliga,14,Stuttgart,34,9,9,16,42,60,-18,36
2015,Bundesliga,15,Hertha BSC,34,9,8,17,36,52,-16,35
2015,Bundesliga,16,Hamburger SV,34,9,8,17,25,50,-25,35
2015,Bundesliga,17,Freiburg,34,7,13,14,36,47,-11,34
2015,Bundesliga,18,Paderborn 07,34,7,10,17,31,65,-34,31
2016,Bundesliga,1,Bayern Munich,34,28,4,2,80,17,63,88
2016,Bundesliga,2,Dortmund,34,24,6,4,82,34,48,78
2016,Bundesliga,3,Leverkusen,34,18,6,10,56,40,16,60
2016,Bundesliga,4,M'Gladbach,34,17,4,13,67,50,17,55
2016,Bundesliga,5,Schalke 04,34,15,7,12,51,49,2,52
2016,Bundesliga,6,Mainz 05,34,14,8,12,46,42,4,50
2016,Bundesliga,7,Hertha BSC,34,14,8,12,42,42,0,50
2016,Bundesliga,8,Wolfsburg,34,12,9,13,47,49,-2,45
2016,Bundesliga,9,Köln,34,10,13,11,38,42,-4,43
2016,Bundesliga,10,Hamburger SV,34,11,8,15,40,46,-6,41
2016,Bundesliga,11,Ingolstadt 04,34,10,10,14,33,42,-9,40
2016,Bundesliga,12,Augsburg,34,9,11,14,42,52,-10,38
2016,Bundesliga,13,Werder Bremen,34,10,8,16,50,65,-15,38
2016,Bundesliga,14,Darmstadt 98,34,9,11,14,38,53,-15,38
2016,Bundesliga,15,Hoffenheim,34,9,10,15,39,54,-15,37
2016,Bundesliga,16,Eint Frankfurt,34,9,9,16,34,52,-18,36
2016,Bundesliga,17,Stuttgart,34,9,6,19,50,75,-25,33
2016,Bundesliga,18,Hannover 96,34,7,4,23,31,62,-31,25
2017,Bundesliga,1,Bayern Munich,34,25,7,2,89,22,67,82
2017,Bundesliga,2,RB Leipzig,34,20,7,7,66,39,27,67
2017,Bundesliga,3,Dortmund,34,18,10,6,72,40,32,64
2017,Bundesliga,4,Hoffenheim,34,16,14,4,64,37,27,62
2017,Bundesliga,5,Köln,34,12,13,9,51,42,9,49
2017,Bundesliga,6,Hertha BSC,34,15,4,15,43,47,-4,49
2017,Bundesliga,7,Freiburg,34,14,6,14,42,60,-18,48
2017,Bundesliga,8,Werder Bremen,34,13,6,15,61,64,-3,45
2017,Bundesliga,9,M'Gladbach,34,12,9,13,45,49,-4,45
2017,Bundesliga,10,Schalke 04,34,11,10,13,45,40,5,43
2017,Bundesliga,11,Eint Frankfurt,34,11,9,14,36,43,-7,42
2017,Bundesliga,12,Leverkusen,34,11,8,15,53,55,-2,41
2017,Bundesliga,13,Augsburg,34,9,11,14,35,51,-16,38
2017,Bundesliga,14,Hamburger SV,34,10,8,16,33,61,-28,38
2017,Bundesliga,15,Mainz 05,34,10,7,17,44,55,-11,37
2017,Bundesliga,16,Wolfsburg,34,10,7,17,34,52,-18,37
2017,Bundesliga,17,Ingolstadt 04,34,8,8,18,36,57,-21,32
2017,Bundesliga,18,Darmstadt 98,34,7,4,23,28,63,-35,25
2018,Bundesliga,1,Bayern Munich,34,27,3,4,92,28,64,84
2018,Bundesliga,2,Schalke 04,34,18,9,7,53,37,16,63
2018,Bundesliga,3,Hoffenheim,34,15,10,9,66,48,18,55
2018,Bundesliga,4,Dortmund,34,15,10,9,64,47,17,55
2018,Bundesliga,5,Leverkusen,34,15,10,9,58,44,14,55
2018,Bundesliga,6,RB Leipzig,34,15,8,11,57,53,4,53
2018,Bundesliga,7,Stuttgart,34,15,6,13,36,36,0,51
2018,Bundesliga,8,Eint Frankfurt,34,14,7,13,45,45,0,49
2018,Bundesliga,9,M'Gladbach,34,13,8,13,47,52,-5,47
2018,Bundesliga,10,Hertha BSC,34,10,13,11,43,46,-3,43
2018,Bundesliga,11,Werder Bremen,34,10,12,12,37,40,-3,42
2018,Bundesliga,12,Augsburg,34,10,11,13,43,46,-3,41
2018,Bundesliga,13,Hannover 96,34,10,9,15,44,54,-10,39
2018,Bundesliga,14,Mainz 05,34,9,9,16,38,52,-14,36
2018,Bundesliga,15,Freiburg,34,8,12,14,32,56,-24,36
2018,Bundesliga,16,Wolfsburg,34,6,15,13,36,48,-12,33
2018,Bundesliga,17,Hamburger SV,34,8,7,19,29,53,-24,31
2018,Bundesliga,18,Köln,34,5,7,22,35,70,-35,22
2019,Bundesliga,1,Bayern Munich,34,24,6,4,88,32,56,78
2019,Bundesliga,2,Dortmund,34,23,7,4,81,44,37,76
2019,Bundesliga,3,RB Leipzig,34,19,9,6,63,29,34,66
2019,Bundesliga,4,Leverkusen,34,18,4,12,69,52,17,58
2019,Bundesliga,5,M'Gladbach,34,16,7,11,55,42,13,55
2019,Bundesliga,6,Wolfsburg,34,16,7,11,62,50,12,55
2019,Bundesliga,7,Eint Frankfurt,34,15,9,10,60,48,12,54
2019,Bundesliga,8,Werder Bremen,34,14,11,9,58,49,9,53
2019,Bundesliga,9,Hoffenheim,34,13,12,9,70,52,18,51
2019,Bundesliga,10,Düsseldorf,34,13,5,16,49,65,-16,44
2019,Bundesliga,11,Hertha BSC,34,11,10,13,49,57,-8,43
2019,Bundesliga,12,Mainz 05,34,12,7,15,46,57,-11,43
2019,Bundesliga,13,Freiburg,34,8,12,14,46,61,-15,36
2019,Bundesliga,14,Schalke 04,34,8,9,17,37,55,-18,33
2019,Bundesliga,15,Augsburg,34,8,8,18,51,71,-20,32
2019,Bundesliga,16,Stuttgart,34,7,7,20,32,70,-38,28
2019,Bundesliga,17,Hannover 96,34,5,6,23,31,71,-40,21
2019,Bundesliga,18,Nürnberg,34,3,10,21,26,68,-42,19
2020,Bundesliga,1,Bayern Munich,34,26,4,4,100,32,68,82
2020,Bundesliga,2,Dortmund,34,21,6,7,84,41,43,69
2020,Bundesliga,3,RB Leipzig,34,18,12,4,81,37,44,66
2020,Bundesliga,4,M'Gladbach,34,20,5,9,66,40,26,65
2020,Bundesliga,5,Leverkusen,34,19,6,9,61,44,17,63
2020,Bundesliga,6,Hoffenheim,34,15,7,12,53,53,0,52
2020,Bundesliga,7,Wolfsburg,34,13,10,11,48,46,2,49
2020,Bundesliga,8,Freiburg,34,13,9,12,48,47,1,48
2020,Bundesliga,9,Eint Frankfurt,34,13,6,15,59,60,-1,45
2020,Bundesliga,10,Hertha BSC,34,11,8,15,48,59,-11,41
2020,Bundesliga,11,Union Berlin,34,12,5,17,41,58,-17,41
2020,Bundesliga,12,Schalke 04,34,9,12,13,38,58,-20,39
2020,Bundesliga,13,Mainz 05,34,11,4,19,44,65,-21,37
2020,Bundesliga,14,Köln,34,10,6,18,51,69,-18,36
2020,Bundesliga,15,Augsburg,34,9,9,16,45,63,-18,36
2020,Bundesliga,16,Werder Bremen,34,8,7,19,42,69,-27,31
2020,Bundesliga,17,Düsseldorf,34,6,12,16,36,67,-31,30
2020,Bundesliga,18,Paderborn 07,34,4,8,22,37,74,-37,20
2021,Bundesliga,1,Bayern Munich,34,24,6,4,99,44,55,78
2021,Bundesliga,2,RB Leipzig,34,19,8,7,60,32,28,65
2021,Bundesliga,3,Dortmund,34,20,4,10,75,46,29,64
2021,Bundesliga,4,Wolfsburg,34,17,10,7,61,37,24,61
2021,Bundesliga,5,Eint Frankfurt,34,16,12,6,69,53,16,60
2021,Bundesliga,6,Leverkusen,34,14,10,10,53,39,14,52
2021,Bundesliga,7,Union Berlin,34,12,14,8,50,43,7,50
2021,Bundesliga,8,M'Gladbach,34,13,10,11,64,56,8,49
2021,Bundesliga,9,Stuttgart,34,12,9,13,56,55,1,45
2021,Bundesliga,10,Freiburg,34,12,9,13,52,52,0,45
2021,Bundesliga,11,Hoffenheim,34,11,10,13,52,54,-2,43
2021,Bundesliga,12,Mainz 05,34,10,9,15,39,56,-17,39
2021,Bundesliga,13,Augsburg,34,10,6,18,36,54,-18,36
2021,Bundesliga,14,Hertha BSC,34,8,11,15,41,52,-11,35
2021,Bundesliga,15,Arminia,34,9,8,17,26,52,-26,35
2021,Bundesliga,16,Köln,34,8,9,17,34,60,-26,33
2021,Bundesliga,17,Werder Bremen,34,7,10,17,36,57,-21,31
2021,Bundesliga,18,Schalke 04,34,3,7,24,25,86,-61,16
2022,Bundesliga,1,Bayern Munich,34,24,5,5,97,37,60,77
2022,Bundesliga,2,Dortmund,34,22,3,9,85,52,33,69
2022,Bundesliga,3,Leverkusen,34,19,7,8,80,47,33,64
2022,Bundesliga,4,RB Leipzig,34,17,7,10,72,37,35,58
2022,Bundesliga,5,Union Berlin,34,16,9,9,50,44,6,57
2022,Bundesliga,6,Freiburg,34,15,10,9,58,46,12,55
2022,Bundesliga,7,Köln,34,14,10,10,52,49,3,52
2022,Bundesliga,8,Mainz 05,34,13,7,14,50,45,5,46
2022,Bundesliga,9,Hoffenheim,34,13,7,14,58,60,-2,46
2022,Bundesliga,10,M'Gladbach,34,12,9,13,54,61,-7,45
2022,Bundesliga,11,Eint Frankfurt,34,10,12,12,45,49,-4,42
2022,Bundesliga,12,Wolfsburg,34,12,6,16,43,54,-11,42
2022,Bundesliga,13,Bochum,34,12,6,16,38,52,-14,42
2022,Bundesliga,14,Augsburg,34,10,8,16,39,56,-17,38
2022,Bundesliga,15,Stuttgart,34,7,12,15,41,59,-18,33
2022,Bundesliga,16,Hertha BSC,34,9,6,19,37,71,-34,33
2022,Bundesliga,17,Arminia,34,5,13,16,27,53,-26,28
2022,Bundesliga,18,Greuther Fürth,34,3,9,22,28,82,-54,18
2023,Bundesliga,1,Bayern Munich,34,21,8,5,92,38,54,71
2023,Bundesliga,2,Dortmund,34,22,5,7,83,44,39,71
2023,Bundesliga,3,RB Leipzig,34,20,6,8,64,41,23,66
2023,Bundesliga,4,Union Berlin,34,18,8,8,51,38,13,62
2023,Bundesliga,5,Freiburg,34,17,8,9,51,44,7,59
2023,Bundesliga,6,Leverkusen,34,14,8,12,57,49,8,50
2023,Bundesliga,7,Eint Frankfurt,34,13,11,10,58,52,6,50
2023,Bundesliga,8,Wolfsburg,34,13,10,11,57,48,9,49
2023,Bundesliga,9,Mainz 05,34,12,10,12,54,55,-1,46
2023,Bundesliga,10,M'Gladbach,34,11,10,13,52,55,-3,43
2023,Bundesliga,11,Köln,34,10,12,12,49,54,-5,42
2023,Bundesliga,12,Hoffenheim,34,10,6,18,48,57,-9,36
2023,Bundesliga,13,Werder Bremen,34,10,6,18,51,64,-13,36
2023,Bundesliga,14,Bochum,34,10,5,19,40,72,-32,35
2023,Bundesliga,15,Augsburg,34,9,7,18,42,63,-21,34
2023,Bundesliga,16,Stuttgart,34,7,12,15,45,57,-12,33
2023,Bundesliga,17,Schalke 04,34,7,10,17,35,71,-36,31
2023,Bundesliga,18,Hertha BSC,34,7,8,19,42,69,-27,29
2001,Ligue-1,1,Nantes,34,21,5,8,58,36,22,68
2001,Ligue-1,2,Lyon,34,17,13,4,57,30,27,64
2001,Ligue-1,3,Lille,34,16,11,7,43,27,16,59
2001,Ligue-1,4,Bordeaux,34,15,12,7,48,32,16,57
2001,Ligue-1,5,Sedan,34,14,10,10,47,40,7,52
2001,Ligue-1,6,Rennes,34,15,5,14,46,37,9,50
2001,Ligue-1,7,Troyes,34,11,13,10,45,47,-2,46
2001,Ligue-1,8,Bastia,34,13,6,15,45,41,4,45
2001,Ligue-1,9,Paris S-G,34,12,8,14,44,45,-1,44
2001,Ligue-1,10,Guingamp,34,11,11,12,40,48,-8,44
2001,Ligue-1,11,Monaco,34,12,7,15,53,50,3,43
2001,Ligue-1,12,Metz,34,11,9,14,35,44,-9,42
2001,Ligue-1,13,Auxerre,34,11,8,15,31,41,-10,41
2001,Ligue-1,14,Lens,34,9,13,12,37,39,-2,40
2001,Ligue-1,15,Marseille,34,11,7,16,31,40,-9,40
2001,Ligue-1,16,Toulouse,34,9,10,15,34,49,-15,37
2001,Ligue-1,17,Saint-Étienne,34,8,10,16,42,56,-14,34
2001,Ligue-1,18,Strasbourg,34,7,8,19,28,61,-33,29
2002,Ligue-1,1,Lyon,34,20,6,8,62,32,30,66
2002,Ligue-1,2,Lens,34,18,10,6,55,30,25,64
2002,Ligue-1,3,Auxerre,34,16,11,7,48,38,10,59
2002,Ligue-1,4,Paris S-G,34,15,13,6,43,24,19,58
2002,Ligue-1,5,Lille,34,15,11,8,39,32,7,56
2002,Ligue-1,6,Bordeaux,34,14,8,12,34,31,3,50
2002,Ligue-1,7,Troyes,34,13,8,13,40,35,5,47
2002,Ligue-1,8,Sochaux,34,12,10,12,41,40,1,46
2002,Ligue-1,9,Marseille,34,11,11,12,34,39,-5,44
2002,Ligue-1,10,Nantes,34,12,7,15,35,41,-6,43
2002,Ligue-1,11,Bastia,34,12,5,17,38,44,-6,41
2002,Ligue-1,12,Rennes,34,11,8,15,40,51,-11,41
2002,Ligue-1,13,Montpellier,34,9,13,12,28,31,-3,40
2002,Ligue-1,14,Sedan,34,8,15,11,35,39,-4,39
2002,Ligue-1,15,Monaco,34,9,12,13,36,41,-5,39
2002,Ligue-1,16,Guingamp,34,9,8,17,34,57,-23,35
2002,Ligue-1,17,Metz,34,9,6,19,31,47,-16,33
2002,Ligue-1,18,Lorient,34,7,10,17,43,64,-21,31
2003,Ligue-1,1,Lyon,38,19,11,8,63,41,22,68
2003,Ligue-1,2,Monaco,38,19,10,9,66,33,33,67
2003,Ligue-1,3,Marseille,38,19,8,11,41,36,5,65
2003,Ligue-1,4,Bordeaux,38,18,10,10,57,36,21,64
2003,Ligue-1,5,Sochaux,38,17,13,8,46,31,15,64
2003,Ligue-1,6,Auxerre,38,18,10,10,38,29,9,64
2003,Ligue-1,7,Guingamp,38,19,5,14,59,46,13,62
2003,Ligue-1,8,Lens,38,14,15,9,43,31,12,57
2003,Ligue-1,9,Nantes,38,16,8,14,37,39,-2,56
2003,Ligue-1,10,Nice,38,13,16,9,39,31,8,55
2003,Ligue-1,11,Paris S-G,38,14,12,12,47,36,11,54
2003,Ligue-1,12,Bastia,38,12,11,15,40,48,-8,47
2003,Ligue-1,13,Strasbourg,38,11,12,15,40,54,-14,45
2003,Ligue-1,14,Lille,38,10,12,16,29,44,-15,42
2003,Ligue-1,15,Rennes,38,10,10,18,35,45,-10,40
2003,Ligue-1,16,Montpellier,38,10,10,18,37,54,-17,40
2003,Ligue-1,17,Ajaccio,38,9,12,17,29,49,-20,39
2003,Ligue-1,18,Le Havre,38,10,8,20,27,47,-20,38
2003,Ligue-1,19,Sedan,38,9,9,20,41,59,-18,36
2003,Ligue-1,20,Troyes,38,7,10,21,23,48,-25,31
2004,Ligue-1,1,Lyon,38,24,7,7,64,26,38,79
2004,Ligue-1,2,Paris S-G,38,22,10,6,50,28,22,76
2004,Ligue-1,3,Monaco,38,21,12,5,59,30,29,75
2004,Ligue-1,4,Auxerre,38,19,8,11,60,34,26,65
2004,Ligue-1,5,Sochaux,38,18,9,11,54,42,12,63
2004,Ligue-1,6,Nantes,38,17,9,12,47,35,12,60
